Time; UserTime; User; Text; Sentiment; Candidate; Place; Latitude; Longitude;
2015-12-14 22:42:36; Amb un parell de debats ms com el #CaraACara i el independentisme ser normal fins i tot a Extremadura #eldebacle #eldebatedecisivo; Artur Duart; positive; Ninguno; Alella, Catalunya; 41.4952867; 2.2942758; 
2015-12-14 22:41:32; Desempleo, pensiones, unidad.... Lo mismo de siempre #CaraACaraL6 #CaraACara #DebateCaraACara; Maestro Benavent; neutral; Ninguno; Alboraya, Comunidad Valenciana; 39.5009954; -0.34948; 
2015-12-14 22:41:11; Se me ha ocurrido zapear para ver como va el debate #CaraACara y he llegado a la conclusin de que me vuelvo a la #GranFinalPequenosGigantes; Miguel Angel Roca; neutral; Ninguno; Madrid, Comunidad de Madrid; 40.4167047; -3.7035825; 
2015-12-14 22:41:08; Vaya nivel bajo de exposicin de ideas y programas electorales #CaraACara #Fail; Yago San Antonio; negative; Ninguno; Madrid, Comunidad de Madrid; 40.4167047; -3.7035825; 
2015-12-14 22:40:56; Pedro Snchez eres un maleducado no haces ms que interrumpir #CaraACara; Andres Garcia; neutral; Pedro Sanchez; Badalona, Catalunya; 41.4493539; 2.248254; 
2015-12-14 22:40:51; Y si ahora Rajoy dice : Pedro, yo soy tu padre? Sacaran las espadas lser y molara ms  #CaraACara; FERNANDOGARCIABILBAO; neutral; Ambos; Moralzarzal, Comunidad de Madrid; 40.6791436; -3.9720985; 
2015-12-14 22:40:43; No es que mi voto no estuviese claramente decidido. Pero vamos... si haba alguna duda ya est claro a quin no hay que votar #CaraACara; Jesus Garrido; neutral; Ninguno; Valencia, Spain; 39.6819591; -0.7654406; 
2015-12-14 22:40:12; #CaraACara #PP #PSOE https://t.co/5TMOBiHDjc; Carlos Azaustre; neutral; Ninguno; Valdefuentes, Madrid; 40.2991739; -3.8960415; 
2015-12-14 22:40:08; Creo que Pedro Snchez ha ganado #CaraACara #ELPAS20D #PSOE https://t.co/yQdeuLXcyg; Jose A. Chico; neutral; Pedro Sanchez; Madrid, Comunidad de Madrid; 40.4167047; -3.7035825; 
2015-12-14 22:39:56; Cuando #Mariano guia el ojo, no te creas lo que diga en los prximos minutos... bueno ni lo de antes! #CaraACaraL6 #CaraACara #Debate; JordiGiro#Tram42#27S; neutral; Mariano Rajoy; Barcelona, Catalonia; 41.3825596; 2.1771353; 
2015-12-14 22:39:49; Creo que Pedro Snchez ha ganado #CaraACara #ELPAS20D #PSOE https://t.co/krD7exuT4h; Juanito; neutral; Pedro Sanchez; Badalona, Catalunya; 41.4493539; 2.248254; 
2015-12-14 22:39:03; Creo que Pedro Snchez ha ganado #CaraACara #ELPAS20D #PSOE https://t.co/WPqtSciI1P; ANTONIO JOSE; neutral; Pedro Sanchez; Seville, Andalusia; 37.3886303; -5.9953171; 
2015-12-14 22:39:02; Creo que Pedro Snchez ha ganado #CaraACara #ELPAS20D #PSOE https://t.co/GblWvwOETl; maricarmen; neutral; Pedro Sanchez; Olivenza, Extremadura; 38.6844742; -7.1005662; 
2015-12-14 22:38:18; Quien ha ganado el debate? #CARAaCARA2015 #CaraaCara #CaraACaraTVE; Maestro Benavent; neutral; Ninguno; Alboraya, Comunidad Valenciana; 39.5009954; -0.34948; 
2015-12-14 22:38:01; #CaraACaraL6 El #CaraACara es imprescindible verlo con la intrprete de lengua de signos, cuando se enganchan es lo ms de lo ms; Javier San Basilio; neutral; Ninguno; Wandsworth, London; 51.4570271; -0.1932607; 
2015-12-14 22:37:56; Que alguien me explique que significa "toda la solidaridad con las familias de..." Hartita estoy de escucharlo en cada atentado #CaraACara; Mar Castro; neutral; Ninguno; Lugo, Galicia; 43.0396042; -7.45660706651; 
